trip_id,season,daylight,duration_min,outside_temp_c,capacity,passenger_count,occupancy_pct,lighting_kWh_fixed,vent_kWh_fixed,hvac_kWh_fixed,total_aux_kWh_fixed,lighting_kWh_sensor,vent_kWh_sensor,hvac_kWh_sensor,total_aux_kWh_sensor,pct_savings
T04043,summer,0,31,17.74,200,30,15.0,3.1,1.55,0.58,5.23,0.93,0.853,0.671,2.453,53.1
T04044,autumn,1,36,14.55,200,82,41.0,2.1,1.8,0.923,4.823,1.224,1.458,1.551,4.233,12.23
T04045,winter,0,10,-0.0,200,17,8.5,1.0,0.5,0.629,2.129,0.257,0.242,0.528,1.027,51.76
T04046,winter,1,52,14.74,200,111,55.5,3.033,2.6,1.312,6.945,2.271,2.483,2.675,7.429,-6.96
T04047,winter,0,52,1.02,200,119,59.5,5.2,2.6,3.143,10.943,3.103,2.587,4.313,10.002,8.59
T04048,summer,0,38,14.47,200,38,19.0,3.8,1.9,0.981,6.681,1.241,1.121,1.142,3.504,47.55
T04049,summer,1,44,12.66,200,107,53.5,2.567,2.2,1.309,6.075,1.863,2.057,2.379,6.298,-3.67
T04050,summer,1,27,28.68,200,159,79.5,1.575,1.35,0.841,3.766,1.611,1.613,1.94,5.165,-37.15
T04051,spring,1,17,6.1,200,53,26.5,0.992,0.85,0.747,2.589,0.414,0.565,0.848,1.827,29.43
T04052,winter,0,38,4.83,200,174,87.0,3.8,1.9,1.774,7.474,2.964,2.413,3.363,8.74,-16.94
T04053,summer,1,24,20.82,200,90,45.0,1.4,1.2,0.289,2.889,0.88,1.02,0.816,2.716,6.0
T04054,summer,0,54,24.54,200,18,9.0,5.4,2.7,1.044,9.144,1.404,1.323,1.002,3.729,59.22
T04055,summer,0,47,24.35,200,67,33.5,4.7,2.35,0.889,7.939,1.99,1.727,1.546,5.263,33.7
T04056,autumn,1,30,7.72,200,45,22.5,1.75,1.5,1.214,4.464,0.65,0.938,1.336,2.923,34.51
T04057,winter,0,38,2.39,200,50,25.0,3.8,1.9,2.174,7.874,1.393,1.235,2.226,4.854,38.34
T04058,autumn,0,39,12.15,200,29,14.5,3.9,1.95,1.203,7.053,1.157,1.063,1.232,3.452,51.06
T04059,winter,0,29,6.63,200,128,64.0,2.9,1.45,1.241,5.591,1.817,1.508,2.071,5.396,3.49
T04060,spring,1,35,15.27,200,50,25.0,2.042,1.75,0.842,4.634,0.817,1.137,1.126,3.08,33.54
T04061,winter,1,39,1.52,200,63,31.5,2.275,1.95,2.311,6.536,1.079,1.394,2.509,4.983,23.77
T04062,autumn,0,34,13.92,200,26,13.0,3.4,1.7,0.918,6.018,0.975,0.901,0.933,2.809,53.33
T04063,autumn,0,21,12.96,200,22,11.0,2.1,1.05,0.611,3.761,0.574,0.535,0.588,1.698,54.86
T04064,winter,0,38,2.72,200,8,4.0,3.8,1.9,2.143,7.843,0.861,0.836,1.699,3.396,56.7
T04065,autumn,0,30,17.62,200,37,18.5,3.0,1.5,0.57,5.07,0.97,0.877,0.719,2.566,49.38
T04066,winter,0,24,3.8,200,21,10.5,2.4,1.2,1.174,4.774,0.648,0.606,1.068,2.322,51.37
T04067,spring,0,21,16.21,200,7,3.5,2.1,1.05,0.463,3.613,0.469,0.457,0.369,1.294,64.18
T04068,winter,0,45,7.95,200,58,29.0,4.5,2.25,1.797,8.547,1.77,1.552,2.16,5.482,35.86
T04069,summer,0,48,23.42,200,27,13.5,4.8,2.4,0.812,8.012,1.392,1.284,0.922,3.598,55.09
T04070,spring,0,39,0.1,200,40,20.0,3.9,1.95,2.443,8.293,1.3,1.17,2.334,4.804,42.08
T04071,spring,0,16,15.29,200,78,39.0,1.6,0.8,0.385,2.785,0.736,0.632,0.648,2.016,27.58
T04072,autumn,0,20,21.6,200,20,10.0,2.0,1.0,0.259,3.259,0.533,0.5,0.275,1.309,59.85
T04073,winter,0,10,-1.01,200,86,43.0,1.0,0.5,0.653,2.153,0.487,0.415,0.765,1.666,22.6
T04074,summer,1,10,28.01,200,180,90.0,0.583,0.5,0.295,1.379,0.667,0.65,0.772,2.089,-51.49
T04075,summer,1,16,26.23,200,15,7.5,0.933,0.8,0.368,2.101,0.32,0.38,0.332,1.032,50.88
T04076,spring,1,46,12.13,200,54,27.0,2.683,2.3,1.421,6.404,1.135,1.541,1.8,4.476,30.11
T04077,spring,1,38,19.0,200,11,5.5,2.217,1.9,0.608,4.725,0.76,0.864,0.518,2.142,54.65
T04078,winter,0,32,-1.58,200,16,8.0,3.2,1.6,2.133,6.933,0.811,0.768,1.776,3.355,51.61
T04079,summer,1,28,25.54,200,131,65.5,1.633,1.4,0.602,3.635,1.409,1.477,1.52,4.406,-21.21
T04080,summer,0,38,29.13,200,15,7.5,3.8,1.9,1.224,6.924,0.95,0.902,1.04,2.893,58.22
T04081,summer,1,48,28.53,200,34,17.0,2.8,2.4,1.478,6.678,0.96,1.368,1.546,3.874,41.99
T04082,winter,1,26,5.61,200,147,73.5,1.517,1.3,1.17,3.987,1.447,1.476,2.053,4.976,-24.82
T04083,summer,1,39,32.35,200,152,76.0,2.275,1.95,1.555,5.78,2.236,2.262,2.992,7.49,-29.58
T04084,summer,0,54,24.38,200,37,18.5,5.4,2.7,1.026,9.126,1.746,1.579,1.294,4.62,49.38
T04085,summer,1,21,16.61,200,131,65.5,1.225,1.05,0.445,2.72,1.057,1.108,1.134,3.299,-21.3
T04086,summer,1,46,32.07,200,175,87.5,2.683,2.3,1.804,6.788,2.99,2.933,3.838,9.761,-43.8
T04087,summer,0,46,16.65,200,19,9.5,4.6,2.3,0.97,7.87,1.211,1.139,0.936,3.286,58.25
T04088,spring,0,25,16.54,200,13,6.5,2.5,1.25,0.534,4.284,0.608,0.581,0.469,1.658,61.28
T04089,autumn,1,13,9.81,200,133,66.5,0.758,0.65,0.467,1.875,0.663,0.692,0.872,2.227,-18.78
T04090,spring,0,36,6.39,200,15,7.5,3.6,1.8,1.56,6.96,0.9,0.855,1.367,3.122,55.15
T04091,summer,1,40,23.49,200,148,74.0,2.333,2.0,0.682,5.016,2.24,2.28,2.225,6.745,-34.48
T04092,summer,0,13,18.97,200,30,15.0,1.3,0.65,0.209,2.159,0.39,0.357,0.252,1.0,53.7
T04093,autumn,1,25,12.04,200,109,54.5,1.458,1.25,0.777,3.485,1.075,1.181,1.395,3.651,-4.75
T04094,spring,1,36,10.1,200,69,34.5,2.1,1.8,1.27,5.17,1.068,1.341,1.704,4.113,20.44
T04095,spring,0,32,12.87,200,41,20.5,3.2,1.6,0.937,5.737,1.077,0.968,1.084,3.129,45.45
T04096,autumn,0,26,18.21,200,37,18.5,2.6,1.3,0.46,4.36,0.841,0.76,0.595,2.196,49.64
T04097,winter,0,26,0.32,200,49,24.5,2.6,1.3,1.615,5.515,0.945,0.839,1.618,3.401,38.32
T04098,spring,0,14,8.16,200,54,27.0,1.4,0.7,0.553,2.653,0.532,0.469,0.65,1.651,37.78
T04099,winter,1,36,4.74,200,83,41.5,2.1,1.8,1.688,5.588,1.236,1.467,2.21,4.913,12.09
T04100,winter,1,54,4.31,200,131,65.5,3.15,2.7,2.583,8.433,2.718,2.849,4.134,9.701,-15.04
T04101,winter,1,20,-0.24,200,98,49.0,1.167,1.0,1.269,3.436,0.787,0.89,1.575,3.252,5.35
T04102,spring,0,51,18.54,200,24,12.0,5.1,2.55,0.867,8.517,1.428,1.326,0.937,3.691,56.66
T04103,winter,0,28,5.89,200,134,67.0,2.8,1.4,1.243,5.443,1.811,1.498,2.088,5.396,0.86
T04104,summer,1,12,29.57,200,18,9.0,0.7,0.6,0.399,1.699,0.24,0.294,0.35,0.884,47.97
T04105,summer,1,20,23.66,200,166,83.0,1.167,1.0,0.348,2.515,1.24,1.23,1.227,3.697,-46.98
T04106,winter,0,25,3.71,200,168,84.0,2.5,1.25,1.228,4.978,1.9,1.55,2.219,5.669,-13.88
T04107,spring,1,44,19.26,200,175,87.5,2.567,2.2,0.68,5.446,2.86,2.805,2.744,8.409,-54.4
T04108,autumn,0,24,13.34,200,46,23.0,2.4,1.2,0.678,4.278,0.848,0.756,0.828,2.432,43.15
T04109,spring,0,23,18.24,200,26,13.0,2.3,1.15,0.406,3.856,0.659,0.61,0.449,1.718,55.45
T04110,autumn,0,21,10.29,200,16,8.0,2.1,1.05,0.733,3.883,0.532,0.504,0.653,1.689,56.49
T04111,autumn,0,28,2.36,200,52,26.0,2.8,1.4,1.604,5.804,1.045,0.924,1.66,3.629,37.47
T04112,winter,0,21,-1.02,200,37,18.5,2.1,1.05,1.371,4.521,0.679,0.614,1.282,2.575,43.05
T04113,autumn,0,37,13.92,200,22,11.0,3.7,1.85,0.999,6.549,1.011,0.943,0.971,2.926,55.32
T04114,winter,0,42,4.53,200,24,12.0,4.2,2.1,1.989,8.289,1.176,1.092,1.851,4.119,50.31
T04115,summer,0,49,26.18,200,14,7.0,4.9,2.45,1.121,8.471,1.209,1.151,0.998,3.358,60.36
T04116,winter,1,49,7.18,200,27,13.5,2.858,2.45,2.039,7.348,0.98,1.311,1.965,4.256,42.07
T04117,winter,0,56,8.02,200,26,13.0,5.6,2.8,2.228,10.628,1.605,1.484,2.143,5.232,50.77
T04118,summer,1,33,26.86,200,30,15.0,1.925,1.65,0.804,4.379,0.66,0.907,0.871,2.439,44.3
T04119,winter,0,10,9.01,200,161,80.5,1.0,0.5,0.377,1.877,0.737,0.603,0.77,2.109,-12.37
T04120,winter,0,24,0.21,200,35,17.5,2.4,1.2,1.497,5.097,0.76,0.69,1.393,2.843,44.22
T04121,summer,1,55,13.08,200,64,32.0,3.208,2.75,1.586,7.544,1.54,1.98,2.221,5.741,23.89
T04122,winter,1,46,4.0,200,57,28.5,2.683,2.3,2.231,7.214,1.181,1.575,2.527,5.283,26.77
T04123,winter,0,54,6.01,200,21,10.5,5.4,2.7,2.384,10.484,1.458,1.363,2.184,5.006,52.25
T04124,spring,0,25,14.42,200,46,23.0,2.5,1.25,0.648,4.398,0.883,0.787,0.813,2.484,43.52
T04125,winter,0,51,5.4,200,39,19.5,5.1,2.55,2.319,9.969,1.683,1.517,2.395,5.595,43.87
T04126,summer,1,27,13.41,200,85,42.5,1.575,1.35,0.759,3.684,0.945,1.114,1.244,3.303,10.34
T04127,spring,0,31,6.08,200,31,15.5,3.1,1.55,1.363,6.013,0.94,0.86,1.343,3.143,47.73
T04128,autumn,0,33,16.56,200,28,14.0,3.3,1.65,0.702,5.652,0.968,0.891,0.766,2.625,53.56
T04129,winter,0,31,14.05,200,41,20.5,3.1,1.55,0.828,5.478,1.044,0.938,0.983,2.964,45.89
T04130,summer,1,38,25.06,200,74,37.0,2.217,1.9,0.778,4.894,1.191,1.463,1.38,4.033,17.59
T04131,winter,0,43,11.19,200,192,96.0,4.3,2.15,1.415,7.865,3.612,2.924,3.537,10.073,-28.06
T04132,autumn,0,41,8.42,200,8,4.0,4.1,2.05,1.596,7.746,0.929,0.902,1.318,3.149,59.35
T04133,autumn,1,34,16.11,200,172,86.0,1.983,1.7,0.757,4.44,2.176,2.142,2.286,6.604,-48.73
T04134,spring,0,33,5.26,200,65,32.5,3.3,1.65,1.51,6.46,1.375,1.196,1.815,4.387,32.09
T04135,autumn,0,40,10.29,200,66,33.0,4.0,2.0,1.395,7.395,1.68,1.46,1.844,4.984,32.6
T04136,winter,0,34,3.36,200,10,5.0,3.4,1.7,1.696,6.796,0.793,0.765,1.429,2.987,56.05
T04137,summer,1,29,21.77,200,160,80.0,1.692,1.45,0.387,3.528,1.74,1.74,1.626,5.106,-44.72
T04138,spring,0,42,8.84,200,19,9.5,4.2,2.1,1.596,7.896,1.106,1.039,1.456,3.601,54.4
T04139,spring,0,42,14.52,200,30,15.0,4.2,2.1,1.08,7.38,1.26,1.155,1.157,3.572,51.6
T04140,summer,1,19,18.6,200,4,2.0,1.108,0.95,0.321,2.379,0.38,0.399,0.233,1.012,57.45
T04141,autumn,0,20,9.5,200,28,14.0,2.0,1.0,0.732,3.732,0.587,0.54,0.723,1.85,50.43
T04142,summer,1,42,27.58,200,116,58.0,2.45,2.1,1.088,5.638,1.904,2.058,2.248,6.21,-10.14
T04143,summer,0,28,23.19,200,31,15.5,2.8,1.4,0.46,4.66,0.849,0.777,0.56,2.186,53.09
T04144,winter,1,31,1.01,200,148,74.0,1.808,1.55,1.875,5.233,1.736,1.767,2.855,6.358,-21.5
T04145,winter,0,31,5.68,200,18,9.0,3.1,1.55,1.391,6.041,0.806,0.76,1.245,2.81,53.48
T04146,winter,1,27,2.55,200,130,65.0,1.575,1.35,1.534,4.459,1.35,1.417,2.254,5.021,-12.61
T04147,summer,0,41,22.43,200,47,23.5,4.1,2.05,0.605,6.755,1.462,1.302,0.959,3.723,44.89
T04148,spring,1,47,4.32,200,86,43.0,2.742,2.35,2.246,7.338,1.661,1.951,2.963,6.574,10.41
T04149,summer,1,54,19.76,200,138,69.0,3.15,2.7,0.775,6.625,2.844,2.943,2.718,8.505,-28.38
T04150,autumn,1,10,15.55,200,76,38.0,0.583,0.5,0.235,1.318,0.32,0.39,0.395,1.105,16.2
T04151,winter,0,28,2.27,200,26,13.0,2.8,1.4,1.609,5.809,0.803,0.742,1.435,2.979,48.71
T04152,summer,0,29,37.78,200,34,17.0,2.9,1.45,1.532,5.882,0.909,0.827,1.451,3.186,45.84
T04153,autumn,1,48,14.1,200,126,63.0,2.8,2.4,1.277,6.477,2.336,2.472,2.741,7.549,-16.55
T04154,summer,1,25,18.17,200,119,59.5,1.458,1.25,0.445,3.154,1.158,1.244,1.189,3.591,-13.88
T04155,winter,0,54,6.48,200,122,61.0,5.4,2.7,2.329,10.429,3.276,2.727,3.774,9.777,6.25
T04156,winter,1,52,-1.71,200,98,49.0,3.033,2.6,3.482,9.116,2.045,2.314,4.243,8.602,5.63
T04157,autumn,1,24,12.6,200,81,40.5,1.4,1.2,0.717,3.317,0.808,0.966,1.113,2.887,12.96
T04158,spring,1,27,10.65,200,78,39.0,1.575,1.35,0.921,3.846,0.882,1.067,1.324,3.273,14.9
T04159,summer,0,35,22.82,200,40,20.0,3.5,1.75,0.546,5.796,1.167,1.05,0.77,2.987,48.47
T04160,autumn,1,40,15.69,200,113,56.5,2.333,2.0,0.927,5.26,1.773,1.93,2.012,5.715,-8.65
T04161,winter,0,45,8.15,200,30,15.0,4.5,2.25,1.778,8.528,1.35,1.237,1.765,4.352,48.96
T04162,winter,1,28,6.64,200,121,60.5,1.633,1.4,1.198,4.231,1.316,1.407,1.94,4.663,-10.21
T04163,autumn,0,29,14.91,200,27,13.5,2.9,1.45,0.721,5.071,0.841,0.776,0.752,2.369,53.29
T04164,summer,1,57,25.11,200,72,36.0,3.325,2.85,1.172,7.347,1.748,2.166,2.04,5.954,18.96
T04165,autumn,1,29,16.81,200,151,75.5,1.692,1.45,0.601,3.743,1.653,1.675,1.73,5.057,-35.11
T04166,spring,0,28,7.29,200,15,7.5,2.8,1.4,1.159,5.359,0.7,0.665,1.017,2.382,55.56
T04167,autumn,0,43,1.87,200,16,8.0,4.3,2.15,2.512,8.962,1.089,1.032,2.101,4.222,52.89
T04168,winter,1,13,2.59,200,38,19.0,0.758,0.65,0.737,2.145,0.26,0.384,0.707,1.351,37.04
T04169,winter,0,43,1.69,200,0,0.0,4.3,2.15,2.531,8.981,0.86,0.86,1.899,3.619,59.7
T04170,autumn,0,36,12.47,200,33,16.5,3.6,1.8,1.085,6.485,1.116,1.017,1.159,3.292,49.23
T04171,spring,0,32,7.85,200,18,9.0,3.2,1.6,1.285,6.085,0.832,0.784,1.158,2.774,54.42
T04172,spring,1,39,-0.86,200,131,65.5,2.275,1.95,2.533,6.758,1.963,2.057,3.524,7.544,-11.64
T04173,autumn,0,46,12.67,200,41,20.5,4.6,2.3,1.367,8.267,1.549,1.391,1.575,4.515,45.38
T04174,spring,0,38,5.83,200,37,18.5,3.8,1.9,1.692,7.392,1.229,1.111,1.732,4.072,44.92
T04175,summer,1,31,26.73,200,144,72.0,1.808,1.55,0.747,4.105,1.695,1.736,1.872,5.302,-29.17
T04176,summer,1,55,25.38,200,48,24.0,3.208,2.75,1.163,7.122,1.247,1.76,1.6,4.607,35.31
T04177,summer,1,30,29.85,200,66,33.0,1.75,1.5,1.018,4.268,0.86,1.095,1.345,3.3,22.68
T04178,winter,1,47,-0.3,200,101,50.5,2.742,2.35,2.989,8.081,1.896,2.127,3.752,7.774,3.8
T04179,summer,0,13,24.3,200,23,11.5,1.3,0.65,0.245,2.195,0.36,0.335,0.255,0.949,56.74
T04180,summer,1,38,28.18,200,61,30.5,2.217,1.9,1.138,5.254,1.026,1.339,1.521,3.887,26.03
T04181,summer,0,43,26.0,200,33,16.5,4.3,2.15,0.968,7.418,1.333,1.215,1.107,3.655,50.73
T04182,spring,1,38,10.34,200,159,79.5,2.217,1.9,1.321,5.438,2.267,2.27,2.809,7.347,-35.1
T04183,autumn,0,35,20.44,200,43,21.5,3.5,1.75,0.451,5.701,1.202,1.076,0.721,2.999,47.4
T04184,summer,1,37,18.3,200,137,68.5,2.158,1.85,0.648,4.656,1.936,2.007,1.95,5.894,-26.58
T04185,winter,1,40,7.85,200,114,57.0,2.333,2.0,1.606,5.939,1.787,1.94,2.599,6.325,-6.5
T04186,autumn,1,38,11.09,200,47,23.5,2.217,1.9,1.259,5.376,0.849,1.206,1.479,3.535,34.25
T04187,winter,1,52,10.74,200,61,30.5,3.033,2.6,1.763,7.396,1.404,1.833,2.277,5.514,25.45
T04188,winter,0,53,2.15,200,40,20.0,5.3,2.65,3.062,11.012,1.767,1.59,2.962,6.319,42.62
T04189,winter,0,49,2.71,200,24,12.0,4.9,2.45,2.765,10.115,1.372,1.274,2.439,5.085,49.73
T04190,spring,0,33,12.82,200,32,16.0,3.3,1.65,0.97,5.92,1.012,0.924,1.032,2.968,49.87
T04191,winter,1,33,3.86,200,75,37.5,1.925,1.65,1.61,5.185,1.045,1.279,1.999,4.323,16.63
T04192,summer,1,24,28.46,200,79,39.5,1.4,1.2,0.735,3.335,0.792,0.954,1.11,2.856,14.36
T04193,autumn,1,23,7.65,200,150,75.0,1.342,1.15,0.933,3.425,1.303,1.323,1.751,4.377,-27.79
T04194,winter,0,45,3.85,200,48,24.0,4.5,2.25,2.198,8.948,1.62,1.44,2.363,5.423,39.39
T04195,autumn,0,23,6.76,200,42,21.0,2.3,1.15,0.978,4.428,0.782,0.702,1.044,2.527,42.93
T04196,spring,1,47,8.75,200,161,80.5,2.742,2.35,1.796,6.888,2.836,2.832,3.639,9.307,-35.12
T04197,spring,1,52,11.13,200,124,62.0,3.033,2.6,1.719,7.352,2.496,2.652,3.222,8.37,-13.85
T04198,summer,1,15,26.1,200,51,25.5,0.875,0.75,0.341,1.966,0.355,0.491,0.47,1.316,33.05
T04199,winter,0,39,4.71,200,143,71.5,3.9,1.95,1.832,7.682,2.639,2.174,3.098,7.911,-2.99
T04200,autumn,1,44,15.7,200,102,51.0,2.567,2.2,1.018,5.785,1.789,2.002,2.067,5.858,-1.27
T04201,autumn,0,28,18.28,200,18,9.0,2.8,1.4,0.492,4.692,0.728,0.686,0.478,1.892,59.68
T04202,spring,1,31,7.04,200,105,52.5,1.808,1.55,1.299,4.658,1.292,1.434,1.977,4.702,-0.95
T04203,spring,1,58,13.95,200,100,50.0,3.383,2.9,1.562,7.846,2.32,2.61,2.876,7.806,0.5
T04204,autumn,1,37,12.06,200,144,72.0,2.158,1.85,1.149,5.157,2.023,2.072,2.452,6.546,-26.94
T04205,winter,1,12,4.29,200,59,29.5,0.7,0.6,0.575,1.875,0.316,0.417,0.66,1.393,25.68
T04206,summer,0,31,28.23,200,54,27.0,3.1,1.55,0.932,5.582,1.178,1.038,1.176,3.392,39.23
T04207,winter,1,52,-0.5,200,118,59.0,3.033,2.6,3.331,8.965,2.392,2.574,4.449,9.415,-5.02
T04208,summer,0,26,30.65,200,38,19.0,2.6,1.3,0.932,4.832,0.849,0.767,0.976,2.593,46.34
T04209,summer,1,45,23.3,200,27,13.5,2.625,2.25,0.749,5.624,0.9,1.204,0.854,2.958,47.41
T04210,summer,1,39,26.88,200,25,12.5,2.275,1.95,0.952,5.177,0.78,1.024,0.973,2.776,46.37
T04211,winter,1,10,3.89,200,62,31.0,0.583,0.5,0.487,1.571,0.273,0.355,0.566,1.195,23.94
T04212,autumn,0,10,21.94,200,23,11.5,1.0,0.5,0.137,1.637,0.277,0.257,0.153,0.687,58.03
T04213,winter,0,40,6.7,200,200,100.0,4.0,2.0,1.706,7.706,3.467,2.8,3.716,9.982,-29.53
T04214,summer,0,38,24.75,200,16,8.0,3.8,1.9,0.752,6.452,0.963,0.912,0.697,2.572,60.14
T04215,winter,0,24,6.79,200,179,89.5,2.4,1.2,1.019,4.619,1.912,1.554,2.074,5.54,-19.94
T04216,winter,1,15,6.13,200,76,38.0,0.875,0.75,0.658,2.283,0.48,0.585,0.851,1.916,16.09
T04217,summer,0,58,17.9,200,39,19.5,5.8,2.9,1.066,9.766,1.914,1.726,1.395,5.034,48.45
T04218,spring,0,56,19.79,200,11,5.5,5.6,2.8,0.8,9.2,1.325,1.274,0.682,3.281,64.33
T04219,summer,1,15,18.83,200,93,46.5,0.875,0.75,0.245,1.87,0.565,0.649,0.578,1.792,4.2
T04220,winter,0,30,6.17,200,36,18.0,3.0,1.5,1.314,5.814,0.96,0.87,1.339,3.169,45.48
T04221,winter,1,36,7.12,200,38,19.0,2.1,1.8,1.503,5.403,0.72,1.062,1.567,3.349,38.02
T04222,autumn,0,52,12.81,200,71,35.5,5.2,2.6,1.529,9.329,2.271,1.963,2.235,6.468,30.66
T04223,spring,1,27,8.46,200,200,100.0,1.575,1.35,1.049,3.974,1.98,1.89,2.421,6.291,-58.31
T04224,winter,0,34,6.45,200,200,100.0,3.4,1.7,1.468,6.568,2.947,2.38,3.173,8.5,-29.41
T04225,winter,1,38,10.01,200,83,41.5,2.217,1.9,1.349,5.465,1.305,1.548,1.965,4.819,11.83
T04226,spring,0,38,11.14,200,39,19.5,3.8,1.9,1.255,6.955,1.254,1.13,1.385,3.769,45.81
T04227,summer,1,51,26.82,200,95,47.5,2.975,2.55,1.238,6.763,1.955,2.231,2.338,6.524,3.54
T04228,autumn,0,44,15.07,200,154,77.0,4.4,2.2,1.078,7.678,3.139,2.574,2.804,8.517,-10.92
T04229,autumn,0,27,7.08,200,23,11.5,2.7,1.35,1.129,5.179,0.747,0.695,1.055,2.498,51.78
T04230,summer,1,30,26.66,200,102,51.0,1.75,1.5,0.718,3.968,1.22,1.365,1.43,4.015,-1.17
T04231,winter,0,55,5.23,200,53,26.5,5.5,2.75,2.521,10.771,2.072,1.829,2.831,6.731,37.5
T04232,autumn,0,23,13.22,200,9,4.5,2.3,1.15,0.656,4.106,0.529,0.512,0.543,1.584,61.42
T04233,summer,1,20,26.65,200,85,42.5,1.167,1.0,0.478,2.645,0.7,0.825,0.851,2.376,10.18
T04234,summer,0,41,19.97,200,0,0.0,4.1,2.05,0.57,6.72,0.82,0.82,0.351,1.991,70.37
T04235,summer,1,32,18.59,200,57,28.5,1.867,1.6,0.54,4.007,0.821,1.096,0.902,2.819,29.64
T04236,spring,0,19,7.99,200,14,7.0,1.9,0.95,0.757,3.607,0.469,0.446,0.66,1.575,56.34
T04237,winter,0,27,-1.26,200,41,20.5,2.7,1.35,1.779,5.829,0.909,0.817,1.695,3.421,41.32
T04238,winter,0,24,3.63,200,30,15.0,2.4,1.2,1.183,4.783,0.72,0.66,1.14,2.52,47.31
T04239,summer,1,33,29.4,200,118,59.0,1.925,1.65,1.084,4.659,1.518,1.633,1.991,5.143,-10.38
T04240,summer,1,32,17.3,200,165,82.5,1.867,1.6,0.63,4.097,1.973,1.96,2.014,5.948,-45.19
T04241,summer,1,26,31.39,200,103,51.5,1.517,1.3,0.977,3.794,1.066,1.19,1.545,3.801,-0.18
T04242,summer,1,24,25.62,200,124,62.0,1.4,1.2,0.52,3.12,1.152,1.224,1.256,3.632,-16.41
T04243,autumn,0,28,9.41,200,23,11.5,2.8,1.4,1.03,5.23,0.775,0.721,0.975,2.47,52.76
T04244,autumn,0,36,13.42,200,0,0.0,3.6,1.8,1.011,6.411,0.72,0.72,0.74,2.18,65.99
T04245,winter,0,53,1.53,200,15,7.5,5.3,2.65,3.14,11.09,1.325,1.259,2.608,5.192,53.18
T04246,spring,0,27,15.2,200,14,7.0,2.7,1.35,0.654,4.704,0.666,0.634,0.581,1.881,60.01
T04247,summer,0,24,20.72,200,2,1.0,2.4,1.2,0.295,3.895,0.496,0.492,0.187,1.175,69.83
T04248,winter,1,48,8.36,200,100,50.0,2.8,2.4,1.875,7.075,1.92,2.16,2.872,6.952,1.73
T04249,winter,0,26,5.77,200,39,19.5,2.6,1.3,1.161,5.061,0.858,0.773,1.203,2.835,43.99
T04250,winter,0,32,3.57,200,31,15.5,3.2,1.6,1.582,6.382,0.971,0.888,1.533,3.392,46.85
T04251,winter,0,36,-0.31,200,38,19.0,3.6,1.8,2.29,7.69,1.176,1.062,2.159,4.397,42.82
T04252,summer,1,10,14.35,200,92,46.0,0.583,0.5,0.261,1.344,0.373,0.43,0.465,1.268,5.67
T04253,spring,1,17,11.03,200,174,87.0,0.992,0.85,0.565,2.407,1.099,1.079,1.311,3.49,-45.0
T04254,winter,0,17,6.68,200,130,65.0,1.7,0.85,0.726,3.276,1.077,0.892,1.223,3.192,2.56
T04255,autumn,0,41,11.28,200,10,5.0,4.1,2.05,1.342,7.492,0.957,0.922,1.127,3.006,59.87
T04256,summer,1,36,29.58,200,46,23.0,2.1,1.8,1.198,5.098,0.792,1.134,1.368,3.294,35.38
T04257,summer,0,37,21.13,200,0,0.0,3.7,1.85,0.442,5.992,0.74,0.74,0.255,1.735,71.04
T04258,autumn,0,26,6.45,200,0,0.0,2.6,1.3,1.123,5.023,0.52,0.52,0.867,1.907,62.03
T04259,summer,0,32,24.5,200,27,13.5,3.2,1.6,0.616,5.416,0.928,0.856,0.678,2.462,54.55
T04260,spring,0,24,14.74,200,27,13.5,2.4,1.2,0.606,4.206,0.696,0.642,0.63,1.968,53.21
T04261,summer,1,30,29.86,200,115,57.5,1.75,1.5,1.018,4.268,1.35,1.462,1.808,4.621,-8.26
T04262,winter,0,55,11.35,200,78,39.0,5.5,2.75,1.791,10.041,2.53,2.172,2.627,7.329,27.01
T04263,winter,0,39,8.5,200,164,82.0,3.9,1.95,1.511,7.361,2.912,2.379,3.072,8.363,-13.62
T04264,winter,1,45,7.64,200,73,36.5,2.625,2.25,1.827,6.702,1.395,1.721,2.388,5.504,17.88
T04265,autumn,1,27,8.77,200,106,53.0,1.575,1.35,1.031,3.956,1.134,1.256,1.644,4.034,-1.97
T04266,spring,1,42,15.97,200,76,38.0,2.45,2.1,0.948,5.498,1.344,1.638,1.625,4.607,16.2
T04267,summer,1,31,29.63,200,88,44.0,1.808,1.55,1.035,4.394,1.116,1.302,1.591,4.009,8.75
T04268,summer,1,41,28.05,200,148,74.0,2.392,2.05,1.215,5.657,2.296,2.337,2.755,7.388,-30.6
T04269,autumn,0,25,7.68,200,0,0.0,2.5,1.25,1.013,4.763,0.5,0.5,0.777,1.777,62.69
T04270,winter,0,52,0.23,200,23,11.5,5.2,2.6,3.241,11.041,1.439,1.339,2.82,5.597,49.3
T04271,summer,1,35,25.35,200,119,59.5,2.042,1.75,0.738,4.53,1.622,1.741,1.762,5.125,-13.14
T04272,spring,0,36,14.8,200,2,1.0,3.6,1.8,0.904,6.304,0.744,0.738,0.671,2.153,65.85
T04273,summer,0,10,25.47,200,63,31.5,1.0,0.5,0.214,1.714,0.41,0.357,0.338,1.105,35.51
T04274,spring,1,50,10.47,200,162,81.0,2.917,2.5,1.724,7.141,3.033,3.025,3.729,9.787,-37.05
